,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
19,0.608,0.828,2,-3.597,0.051,0.125,0.0,0.113,0.484,128.91899999999998,1
20,0.6409999999999999,0.922,2,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,2
21,0.491,0.857,7,-2.634,0.0656,0.0834,7.57e-06,0.344,0.395,129.971,1
22,0.473,0.777,9,-3.698,0.059000000000000004,0.11900000000000001,7.87e-05,0.6709999999999999,0.21,136.249,1
23,0.747,0.937,0,-5.746,0.0453,0.0208,0.0,0.29,0.7390000000000001,103.976,2
24,0.695,0.8690000000000001,8,-5.066,0.0483,0.41,0.0,0.237,0.58,124.98899999999999,2
25,0.581,0.963,11,-4.087,0.0981,0.0295,0.0,0.139,0.7879999999999999,129.99200000000002,2
26,0.772,0.685,5,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,2
27,0.532,0.7829999999999999,2,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,1
28,0.7809999999999999,0.526,6,-6.985,0.293,0.0619,0.0,0.0457,0.662,94.992,2
29,0.691,0.9209999999999999,8,-1.702,0.0533,0.17300000000000001,0.0,0.331,0.8,130.072,2
30,0.49,0.885,3,-4.121,0.0396,0.00218,0.0,0.0741,0.64,166.99599999999998,1
31,0.693,0.8220000000000001,4,-5.441,0.0439,0.0061600000000000005,1.79e-06,0.315,0.763,126.035,2
32,0.6629999999999999,0.705,1,-4.9719999999999995,0.0385,0.0654,0.0,0.11699999999999999,0.47700000000000004,122.014,2
33,0.727,0.938,11,-2.872,0.28800000000000003,0.00432,0.0,0.0911,0.757,132.077,2
34,0.6679999999999999,0.758,7,-3.589,0.158,0.0338,0.0,0.204,0.531,135.958,1
35,0.6809999999999999,0.708,5,-6.019,0.0304,0.042,0.14,0.682,0.35600000000000004,92.993,1
36,0.504,0.912,1,-2.867,0.259,0.19899999999999998,0.0,0.105,0.248,189.983,1
37,0.635,0.647,5,-5.864,0.0366,0.192,0.0,0.154,0.201,104.05799999999999,1
38,0.579,0.8959999999999999,5,-4.132,0.373,0.00945,0.836,0.121,0.10300000000000001,125.67200000000001,1
39,0.742,0.8190000000000001,1,-5.307,0.0487,0.37200000000000005,0.0,0.27699999999999997,0.7090000000000001,117.986,2
40,0.69,0.8109999999999999,8,-5.475,0.057999999999999996,0.044000000000000004,0.0,0.205,0.521,122.001,2
41,0.513,0.768,4,-4.868,0.0587,0.0118,1.9399999999999997e-05,0.294,0.235,84.264,1
42,0.504,0.847,7,-6.81,0.0442,0.00434,0.0,0.816,0.28,127.854,1
43,0.494,0.5589999999999999,0,-5.445,0.0565,0.436,0.0,0.16399999999999998,0.264,119.24700000000001,0
44,0.45,0.825,10,-4.066,0.37200000000000005,0.121,0.0,0.109,0.742,82.823,2
45,0.732,0.396,4,-9.347999999999999,0.0286,0.0841,3.5799999999999996e-05,0.105,0.5479999999999999,90.024,0
46,0.688,0.532,6,-8.361,0.0875,0.0356,3.08e-06,0.172,0.565,164.06799999999998,1
47,0.377,0.595,3,-5.936,0.0489,0.303,0.0,0.095,0.264,144.464,1
48,0.5539999999999999,0.321,9,-8.251,0.027999999999999997,0.893,0.0,0.0996,0.28800000000000003,135.047,0
49,0.603,0.67,2,-3.8819999999999997,0.0249,0.004079999999999999,1.66e-06,0.11199999999999999,0.445,107.995,1
50,0.593,0.74,8,-6.12,0.0339,0.363,2.22e-05,0.102,0.502,118.008,1
51,0.645,0.434,0,-7.791,0.0399,0.00187,0.0022600000000000003,0.124,0.249,100.01,0
52,0.6409999999999999,0.17600000000000002,6,-11.692,0.0349,0.638,5.14e-06,0.252,0.297,76.031,0
53,0.563,0.5920000000000001,9,-4.571000000000001,0.0276,0.209,5.08e-05,0.132,0.136,104.016,1
54,0.40700000000000003,0.147,2,-8.822000000000001,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,0
55,0.6509999999999999,0.741,4,-5.067,0.0408,0.00293,1.2e-05,0.217,0.386,168.02,1
56,0.669,0.846,4,-3.9760000000000004,0.156,0.15,0.0,0.154,0.7929999999999999,150.014,2
57,0.542,0.644,3,-6.196000000000001,0.0961,0.0219,0.0,0.138,0.545,153.972,1
58,0.774,0.8390000000000001,5,-3.948,0.114,0.027000000000000003,0.0166,0.252,0.9229999999999999,142.985,2
59,0.6559999999999999,0.675,1,-7.455,0.0457,0.11900000000000001,0.0,0.0925,0.353,126.889,1
60,0.737,0.95,6,-2.522,0.0611,0.017,0.0,0.233,0.968,127.0,2
61,0.578,0.8390000000000001,2,-3.806,0.0755,0.0006490000000000001,0.0,0.0708,0.509,121.995,1
62,0.349,0.795,7,-4.133,0.0758,0.0102,0.000138,0.0812,0.542,148.985,1
63,0.5429999999999999,0.691,10,-6.403,0.0425,0.107,0.0,0.218,0.335,100.014,1
64,0.7020000000000001,0.82,7,-4.323,0.063,0.196,0.0,0.156,0.52,107.936,2
65,0.68,0.847,11,-6.439,0.0353,0.000755,0.0,0.159,0.792,136.039,2
66,0.7340000000000001,0.847,11,-3.713,0.0346,0.355,0.000144,0.154,0.6729999999999999,104.01299999999999,2
67,0.565,0.9570000000000001,3,-4.167,0.0723,0.00923,0.69,0.293,0.175,127.95299999999999,1
68,0.718,0.7759999999999999,7,-5.207999999999999,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,2
69,0.535,0.8290000000000001,4,-4.371,0.0613,0.0713,2.7000000000000002e-05,0.146,0.573,127.95200000000001,1
70,0.41600000000000004,0.8490000000000001,1,-4.909,0.0455,0.00864,0.000138,0.204,0.147,125.098,1
71,0.621,0.802,6,-4.735,0.11800000000000001,0.0235,0.0,0.10800000000000001,0.8190000000000001,167.976,2
72,0.529,0.8759999999999999,5,-5.649,0.0337,0.0010199999999999999,1.92e-05,0.353,0.282,144.998,1
73,0.797,0.9620000000000001,1,-4.239,0.0906,0.000359,0.767,0.0454,0.42200000000000004,128.047,1
74,0.713,0.909,3,-4.274,0.0306,0.00303,0.0007059999999999999,0.6990000000000001,0.43799999999999994,132.02200000000002,1
75,0.611,0.941,0,-1.9580000000000002,0.0491,0.0032600000000000003,0.0205,0.345,0.589,128.002,1
76,0.564,0.823,9,-6.316,0.046,0.00406,0.0716,0.684,0.221,128.018,1
77,0.56,0.8540000000000001,1,-4.878,0.0669,0.009009999999999999,1.07e-06,0.506,0.27399999999999997,126.001,1
78,0.534,0.711,10,-5.9270000000000005,0.0368,0.05,0.0031,0.135,0.3,128.102,1
79,0.6609999999999999,0.9059999999999999,6,-3.352,0.125,0.131,4.1e-05,0.0743,0.638,127.96600000000001,2
80,0.645,0.9840000000000001,4,-7.051,0.0508,0.16399999999999998,0.00701,0.16399999999999998,0.5529999999999999,144.954,1
81,0.561,0.87,8,-6.103,0.34299999999999997,0.0015,2.82e-06,0.24600000000000002,0.498,129.98,1
82,0.973,0.5870000000000001,1,-7.013999999999999,0.242,0.00207,0.38,0.257,0.195,128.0,2
83,0.5770000000000001,0.9520000000000001,0,-5.172000000000001,0.0404,0.0529,0.00603,0.31,0.8079999999999999,150.02,1
84,0.616,0.946,0,-6.392,0.059000000000000004,0.0034100000000000003,0.000188,0.168,0.7440000000000001,140.045,2
85,0.68,0.633,3,-5.236000000000001,0.0344,0.0773,1.57e-06,0.183,0.501,149.922,1
86,0.8,0.887,9,-5.038,0.0632,0.113,0.0,0.154,0.526,109.988,2
87,0.486,0.617,5,-7.115,0.0287,0.0954,3.23e-06,0.109,0.41700000000000004,138.015,1
88,0.485,0.6990000000000001,2,-6.017,0.0479,0.096,0.0,0.109,0.242,140.096,1
89,0.5529999999999999,0.662,8,-6.454,0.129,0.342,0.0,0.141,0.561,98.368,0
90,0.426,0.599,11,-7.737,0.0282,0.0198,0.0014199999999999998,0.366,0.102,91.995,1
91,0.66,0.9359999999999999,11,-3.931,0.0624,0.0531,2.46e-06,0.08199999999999999,0.9079999999999999,136.19,2
92,0.66,0.797,5,-6.096,0.0262,0.00646,0.00010800000000000001,0.187,0.674,110.955,2
93,0.6859999999999999,0.6809999999999999,11,-5.761,0.0471,0.00185,0.0,0.395,0.366,118.47200000000001,1
94,0.743,0.7659999999999999,0,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,1
95,0.508,0.72,11,-5.9079999999999995,0.0628,0.272,0.0,0.0563,0.47200000000000003,79.983,1
96,0.624,0.654,8,-6.582000000000001,0.183,0.5770000000000001,0.0,0.10400000000000001,0.564,73.898,0
97,0.55,0.9179999999999999,9,-3.159,0.0682,0.00466,0.0,0.20600000000000002,0.563,126.083,1
98,0.535,0.887,11,-3.1060000000000003,0.0449,0.000304,2.23e-06,0.257,0.445,126.01,1
99,0.7929999999999999,0.831,1,-4.861000000000001,0.0405,0.264,7.03e-06,0.207,0.865,107.645,2
100,0.638,0.6559999999999999,5,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036,1
101,0.8809999999999999,0.774,1,-6.068,0.0439,0.009859999999999999,0.0346,0.20600000000000002,0.759,112.96799999999999,2
102,0.555,0.9229999999999999,0,-5.9079999999999995,0.0482,0.0411,0.0,0.11199999999999999,0.682,116.012,2
103,0.47100000000000003,0.696,7,-7.176,0.0468,0.00673,0.0009550000000000001,0.0884,0.5429999999999999,125.02600000000001,1
104,0.611,0.715,0,-5.621,0.0604,0.00414,0.0,0.353,0.784,129.88,2
105,0.5379999999999999,0.621,5,-3.358,0.027000000000000003,0.0383,0.0,0.0976,0.37200000000000005,79.024,1
106,0.418,0.721,8,-2.736,0.0385,0.0485,0.0,0.0986,0.23399999999999999,144.06,1
107,0.627,0.81,2,-5.296,0.0431,0.0125,3.09e-05,0.111,0.409,119.98,1
108,0.601,0.845,0,-4.711,0.0653,0.00116,0.0001,0.0653,0.662,127.97,2
109,0.67,0.855,0,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.05,2
110,0.772,0.851,7,-4.343,0.09,0.0149,0.0,0.136,0.27,91.03399999999999,2
111,0.7040000000000001,0.7929999999999999,8,-2.266,0.0591,0.0488,0.0,0.575,0.41200000000000003,127.96,1
112,0.8220000000000001,0.7490000000000001,7,-5.563,0.0285,0.0697,0.000273,0.0732,0.7070000000000001,130.005,2
113,0.903,0.8640000000000001,1,-3.763,0.0358,0.0212,0.0,0.511,0.961,120.06,2
114,0.8009999999999999,0.726,6,-5.567,0.0443,0.0412,0.0,0.317,0.489,113.98,2
115,0.5489999999999999,0.945,7,-4.351,0.0329,0.031,0.0,0.114,0.565,93.99799999999999,1
116,0.5770000000000001,0.8859999999999999,2,-3.033,0.0666,0.00562,0.0,0.111,0.616,127.95700000000001,1
117,0.428,0.59,1,-6.187,0.0404,0.102,3.39e-06,0.10800000000000001,0.305,120.38,1
118,0.575,0.831,0,-5.972,0.0356,0.00406,0.000449,0.111,0.377,127.991,1
119,0.721,0.887,11,-3.095,0.166,0.009729999999999999,0.00054,0.61,0.6779999999999999,125.98700000000001,1
120,0.498,0.5660000000000001,1,-7.381,0.0304,0.00587,0.0,0.156,0.267,141.872,1
121,0.48200000000000004,0.872,2,-4.813,0.0469,0.000518,0.0,0.0935,0.532,152.888,1
122,0.602,0.758,0,-6.864,0.0399,0.00569,0.0,0.145,0.368,100.01700000000001,1
123,0.524,0.902,0,-4.655,0.0315,0.009940000000000001,0.0018,0.094,0.657,128.009,1
124,0.7879999999999999,0.8440000000000001,2,-3.1310000000000002,0.0334,0.25,0.000678,0.0723,0.382,113.324,2
125,0.62,0.8690000000000001,1,-5.252000000000001,0.175,0.0181,0.0,0.369,0.76,151.684,1
126,0.7390000000000001,0.818,8,-5.062,0.0418,0.008,0.00504,0.16399999999999998,0.713,119.98200000000001,2
127,0.63,0.8420000000000001,2,-5.946000000000001,0.0355,0.000342,0.0,0.0711,0.826,139.94299999999998,2
128,0.583,0.879,10,-4.171,0.0367,0.0745,0.0,0.187,0.46,139.94299999999998,1
129,0.736,0.725,1,-5.497999999999999,0.028999999999999998,0.0194,0.0,0.081,0.883,119.992,2
130,0.762,0.863,0,-3.6889999999999996,0.0565,0.015,0.0,0.125,0.965,106.008,2
131,0.6559999999999999,0.9309999999999999,7,-4.188,0.0981,0.0613,0.0,0.21899999999999997,0.534,91.881,2
132,0.312,0.946,4,-3.2089999999999996,0.107,0.007490000000000001,2.93e-06,0.28800000000000003,0.297,189.892,1
133,0.64,0.6459999999999999,9,-7.572,0.0497,0.00364,0.165,0.0912,0.415,124.992,1
134,0.546,0.9309999999999999,0,-3.025,0.0507,0.0295,1.67e-05,0.366,0.527,120.01,1
135,0.6990000000000001,0.76,5,-3.173,0.0677,0.00223,0.0,0.132,0.696,129.996,2
136,0.584,0.6990000000000001,1,-6.065,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,1
137,0.5660000000000001,0.675,3,-4.602,0.0331,0.0611,0.0,0.642,0.11,122.553,1
138,0.5770000000000001,0.845,7,-6.38,0.0379,0.00692,0.0,0.223,0.345,115.001,1
139,0.633,0.695,10,-6.789,0.146,0.0277,0.0,0.33799999999999997,0.555,165.24400000000003,1
140,0.773,0.758,1,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,2
141,0.667,0.599,5,-6.827000000000001,0.0486,0.012,0.0,0.12,0.6809999999999999,120.038,2
142,0.743,0.7170000000000001,1,-5.521,0.0299,0.0223,0.0,0.0678,0.88,120.025,2
143,0.526,0.84,9,-4.325,0.195,0.145,0.0,0.13,0.608,79.642,2
144,0.8190000000000001,0.7959999999999999,1,-3.397,0.0546,0.0609,0.0,0.0647,0.8859999999999999,127.931,2
145,0.72,0.925,4,-4.165,0.0511,0.0276,0.00023799999999999998,0.14,0.7809999999999999,127.00399999999999,2
146,0.69,0.897,11,-4.696000000000001,0.0506,0.0142,0.0,0.10800000000000001,0.8490000000000001,140.05,2
147,0.755,0.74,1,-4.9510000000000005,0.0407,0.0225,0.00139,0.124,0.609,127.98,2
148,0.568,0.892,10,-3.205,0.10099999999999999,0.0258,0.0,0.302,0.39,129.997,1
149,0.647,0.943,10,-2.866,0.0849,0.0202,0.0,0.0607,0.7070000000000001,129.006,2
150,0.495,0.9590000000000001,1,-3.7119999999999997,0.13699999999999998,0.000714,0.0,0.36,0.431,159.993,1
151,0.691,0.946,9,-3.221,0.0678,0.0259,0.0,0.0897,0.517,124.021,2
152,0.716,0.9079999999999999,8,-3.2539999999999996,0.10300000000000001,0.0858,0.0,0.135,0.8690000000000001,91.03,2
153,0.636,0.727,9,-5.852,0.106,0.0161,1.12e-06,0.151,0.358,107.988,1
154,0.604,0.745,9,-4.103,0.0385,0.0161,0.0,0.0542,0.205,104.941,1
155,0.40700000000000003,0.725,5,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,1
156,0.723,0.809,7,-3.0810000000000004,0.0625,0.00346,0.00123,0.565,0.27399999999999997,98.007,1
157,0.7040000000000001,0.784,7,-4.463,0.142,0.00283,0.0,0.419,0.6559999999999999,100.083,2
158,0.747,0.705,9,-5.1370000000000005,0.126,0.0128,0.0,0.126,0.56,136.024,2
159,0.7020000000000001,0.705,0,-6.665,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,2
160,0.596,0.73,9,-4.091,0.151,0.24,0.0,0.325,0.525,85.979,1
161,0.848,0.828,8,-4.5569999999999995,0.0714,0.136,1.35e-06,0.114,0.794,119.0,2
162,0.625,0.726,10,-7.731,0.155,0.00728,0.0,0.318,0.483,103.98,1
163,0.812,0.857,4,-6.034,0.10300000000000001,0.0083,0.0,0.354,0.6509999999999999,126.95100000000001,2
164,0.5660000000000001,0.903,11,-4.622,0.139,0.000837,0.0,0.209,0.551,128.09799999999998,1
165,0.731,0.915,0,-4.453,0.043,0.0019100000000000002,1.16e-06,0.324,0.789,127.086,2
166,0.6459999999999999,0.8440000000000001,5,-4.569,0.0455,0.0537,0.0,0.16399999999999998,0.10099999999999999,97.915,1
167,0.63,0.772,9,-6.087999999999999,0.0525,0.00235,0.0,0.353,0.374,119.984,1
168,0.524,0.932,7,-3.5380000000000003,0.0475,0.311,0.0,0.354,0.48100000000000004,172.149,1
169,0.8190000000000001,0.6829999999999999,7,-6.144,0.156,0.0029100000000000003,0.122,0.254,0.6709999999999999,112.007,2
170,0.579,0.871,0,-3.385,0.109,0.0679,0.0,0.353,0.601,139.841,1
171,0.667,0.9940000000000001,1,-5.527,0.0521,0.00301,4.57e-05,0.094,0.787,142.016,2
172,0.56,0.731,8,-5.727,0.0481,0.0031100000000000004,1.7899999999999998e-05,0.201,0.519,127.962,1
173,0.601,0.691,10,-5.223,0.0474,0.0563,0.0,0.146,0.223,127.995,1
174,0.544,0.78,10,-3.8110000000000004,0.064,0.0161,0.0,0.0351,0.466,147.958,1
175,0.545,0.649,6,-4.062,0.0324,0.14300000000000002,1.57e-05,0.0894,0.297,99.09899999999999,1
176,0.54,0.809,0,-3.397,0.0445,0.0043,0.0,0.142,0.257,129.01,1
177,0.794,0.603,6,-6.127000000000001,0.0615,0.00158,9.499999999999999e-05,0.0773,0.402,127.99700000000001,2
178,0.608,0.614,2,-3.727,0.0285,0.22699999999999998,4.06e-06,0.157,0.402,127.884,1
179,0.757,0.884,10,-5.4879999999999995,0.0404,0.00795,5.870000000000001e-05,0.0973,0.39799999999999996,120.012,2
180,0.49,0.72,9,-3.7969999999999997,0.0351,0.0691,0.0,0.121,0.428,125.993,1
181,0.672,0.9490000000000001,1,-3.016,0.0942,0.0024,0.5429999999999999,0.64,0.235,150.109,1
182,0.657,0.769,9,-4.591,0.115,0.12300000000000001,0.0,0.245,0.7120000000000001,113.96600000000001,2
183,0.5720000000000001,0.701,8,-5.188,0.0654,0.0523,1.4099999999999999e-05,0.635,0.34,149.964,1
184,0.53,0.863,6,-3.069,0.0605,0.00193,0.0,0.0392,0.374,127.96,1
185,0.6579999999999999,0.7929999999999999,4,-4.649,0.0485,0.0638,0.0177,0.18,0.344,127.97,1
186,0.7340000000000001,0.637,4,-5.6770000000000005,0.141,0.0462,2.2899999999999998e-05,0.0602,0.648,169.977,2
187,0.6920000000000001,0.792,6,-4.599,0.0329,0.00889,0.606,0.47,0.431,127.98899999999999,1
188,0.521,0.728,8,-5.005,0.0501,0.0352,1.53e-05,0.7829999999999999,0.32,128.07,1
189,0.44799999999999995,0.561,6,-4.003,0.0285,0.131,0.0,0.0949,0.21899999999999997,137.94899999999998,1
190,0.611,0.732,0,-6.077999999999999,0.0314,0.262,0.00352,0.266,0.375,111.984,1
191,0.629,0.726,0,-9.679,0.10300000000000001,0.205,0.00506,0.10300000000000001,0.473,123.97399999999999,0
192,0.682,0.813,6,-4.5489999999999995,0.44299999999999995,0.0665,0.0,0.136,0.435,165.43900000000002,1
193,0.608,0.745,10,-5.496,0.365,0.0551,0.0,0.27,0.725,150.06799999999998,1
194,0.775,0.887,6,-4.668,0.0796,0.0579,0.0,0.159,0.732,99.96600000000001,2
195,0.584,0.583,5,-5.284,0.0313,0.248,0.0,0.124,0.15,139.93,1
196,0.5710000000000001,0.7909999999999999,5,-5.091,0.0323,0.00105,8.35e-05,0.0368,0.342,120.06700000000001,1
197,0.465,0.76,1,-6.117000000000001,0.0336,0.0407,0.0,0.126,0.106,180.136,1
198,0.664,0.7120000000000001,1,-4.8469999999999995,0.0343,0.39299999999999996,0.000519,0.0789,0.221,111.976,1
199,0.7190000000000001,0.6709999999999999,8,-6.279,0.0336,0.0372,8.21e-06,0.12,0.7859999999999999,130.02700000000002,2
200,0.545,0.675,6,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,1
201,0.687,0.792,1,-4.023,0.0353,0.000802,0.0,0.2,0.8640000000000001,133.96200000000002,2
202,0.209,0.41700000000000004,3,-8.74,0.0338,0.16399999999999998,0.00196,0.113,0.124,138.178,0
203,0.503,0.6990000000000001,9,-6.204,0.0284,0.0913,2.07e-05,0.17300000000000001,0.36,86.04700000000001,1
204,0.6629999999999999,0.852,7,-5.172999999999999,0.127,0.122,0.0,0.317,0.807,170.048,1
205,0.636,0.7709999999999999,9,-5.337000000000001,0.215,0.40399999999999997,1.15e-06,0.0689,0.42200000000000004,80.002,2
206,0.353,0.257,11,-11.395999999999999,0.0424,0.24,1.34e-06,0.0852,0.1,184.085,0
207,0.727,0.6559999999999999,1,-6.9510000000000005,0.0503,0.027999999999999997,0.0050799999999999994,0.131,0.316,86.01799999999999,2
208,0.445,0.721,11,-4.016,0.0471,0.0598,0.0,0.129,0.212,147.90200000000002,1
209,0.621,0.672,4,-3.892,0.276,0.21,0.0,0.13,0.228,83.80799999999999,1
210,0.672,0.52,8,-7.747000000000001,0.0353,0.8590000000000001,0.0,0.115,0.37,120.001,0
211,0.5820000000000001,0.605,7,-3.264,0.0321,0.12,0.0,0.129,0.161,103.885,1
212,0.552,0.643,0,-7.36,0.0327,0.0364,0.74,0.105,0.212,120.012,1
213,0.523,0.713,6,-4.312,0.0876,0.436,0.0,0.106,0.35,158.047,1
214,0.319,0.426,11,-8.929,0.0382,0.245,8.23e-06,0.10800000000000001,0.159,114.553,0
215,0.406,0.48200000000000004,4,-7.986000000000001,0.0267,0.11800000000000001,0.00025499999999999996,0.127,0.195,77.932,0
216,0.6409999999999999,0.8909999999999999,3,-3.966,0.0374,0.0089,2.87e-06,0.11599999999999999,0.583,92.699,2
217,0.379,0.29,4,-8.485,0.051,0.9520000000000001,0.00106,0.11800000000000001,0.16899999999999998,166.467,0
218,0.585,0.7759999999999999,5,-5.898,0.0459,0.0572,7.74e-06,0.3,0.42700000000000005,77.987,1
219,0.361,0.446,0,-6.044,0.0281,0.95,1.32e-05,0.132,0.212,155.542,0
220,0.596,0.752,11,-4.904,0.07,0.785,0.00041900000000000005,0.105,0.306,127.06,0
221,0.184,0.871,8,-3.245,0.0661,0.00837,0.16699999999999998,0.15,0.21,127.97200000000001,1
222,0.43200000000000005,0.7809999999999999,4,-4.038,0.0567,0.040999999999999995,4.21e-06,0.0789,0.19699999999999998,139.43200000000002,1
223,0.542,0.879,6,-1.4269999999999998,0.0921,0.0523,0.0,0.171,0.11800000000000001,159.888,1
224,0.679,0.662,8,-6.069,0.174,0.155,0.0,0.152,0.43799999999999994,99.87899999999999,2
225,0.66,0.586,11,-4.648,0.0356,0.0623,0.0,0.515,0.653,139.99,1
226,0.805,0.858,0,-3.0669999999999997,0.105,0.19399999999999998,7.89e-06,0.256,0.523,97.03299999999999,2
227,0.474,0.537,2,-6.77,0.0649,0.0758,0.0,0.316,0.335,90.103,1
228,0.52,0.6409999999999999,11,-6.462999999999999,0.0322,0.0042899999999999995,0.000895,0.132,0.6,127.946,1
229,0.486,0.652,11,-7.226,0.052000000000000005,0.408,6.63e-05,0.077,0.391,113.055,0
230,0.621,0.838,5,-5.28,0.0342,0.0942,0.076,0.17600000000000002,0.18600000000000003,128.015,1
231,0.636,0.9359999999999999,7,-4.01,0.047,0.11800000000000001,0.00044,0.0645,0.6859999999999999,84.135,2
232,0.6609999999999999,0.9359999999999999,10,-3.832,0.0744,0.000959,1.4499999999999998e-05,0.36,0.5579999999999999,130.998,1
233,0.626,0.799,11,-6.612,0.046,0.00035800000000000003,0.00155,0.36,0.369,98.992,1
234,0.894,0.6779999999999999,6,-5.611000000000001,0.0524,0.005679999999999999,2.15e-06,0.305,0.843,105.02600000000001,2
235,0.8759999999999999,0.633,8,-5.938,0.14,0.0237,0.0,0.051,0.519,103.006,2
236,0.685,0.638,9,-6.075,0.0473,0.0224,0.0,0.0833,0.81,96.02799999999999,2
237,0.644,0.581,6,-6.144,0.0513,0.004079999999999999,0.0,0.145,0.342,131.907,1
238,0.7190000000000001,0.804,10,-4.581,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,2
239,0.6779999999999999,0.9179999999999999,5,-4.63,0.0355,0.000417,0.0,0.0744,0.769,130.028,2
240,0.514,0.6829999999999999,5,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,1
241,0.5589999999999999,0.86,7,-4.04,0.05,0.0991,0.0,0.292,0.292,118.969,1
242,0.63,0.851,1,-3.845,0.0479,0.00259,2.22e-06,0.0721,0.65,105.042,2
243,0.6,0.938,8,-3.806,0.0821,0.0173,0.0,0.355,0.469,144.951,1
244,0.563,0.6709999999999999,7,-4.788,0.0373,0.0422,0.0,0.36,0.45,91.964,1
245,0.5720000000000001,0.9129999999999999,9,-3.6260000000000003,0.0425,0.018000000000000002,0.0,0.293,0.7240000000000001,79.986,2
246,0.34299999999999997,0.65,1,-4.624,0.0909,0.0299,0.0,0.6459999999999999,0.315,170.697,1
247,0.48,0.486,6,-5.754,0.0447,0.046,0.0,0.107,0.265,80.051,0
248,0.545,0.649,6,-4.062,0.0324,0.14300000000000002,1.57e-05,0.0894,0.297,99.09899999999999,1
249,0.664,0.758,2,-6.582999999999999,0.21,0.00238,0.0,0.0598,0.701,99.259,2
250,0.688,0.555,10,-5.417999999999999,0.0323,0.0114,0.315,0.102,0.27,99.973,1
251,0.731,0.765,5,-4.337,0.0512,0.102,0.0749,0.138,0.638,127.992,2
252,0.6779999999999999,0.9329999999999999,6,-2.937,0.053,0.0742,0.0,0.157,0.787,101.009,2
253,0.467,0.845,1,-6.131,0.0785,0.00122,0.0,0.11199999999999999,0.6509999999999999,179.949,1
254,0.5670000000000001,0.83,9,-4.9030000000000005,0.11800000000000001,0.0177,0.0,0.0863,0.41,135.877,1
255,0.484,0.812,10,-4.743,0.138,0.0322,0.0,0.18,0.308,109.45200000000001,1
256,0.7290000000000001,0.868,3,-3.319,0.0609,0.00939,0.0,0.28300000000000003,0.632,124.95700000000001,2
257,0.61,0.9059999999999999,0,-2.117,0.0648,0.0041600000000000005,0.0,0.758,0.294,127.916,1
